segment_id	start_time_seconds	end_time_seconds	label
QzZFG-NvGSg_30000	0.000	10.000	/m/012ndj
3M3FsgEyWW8_290000	0.000	10.000	/m/012n7d
fyTnrZ5upts_21000	0.000	9.025	/m/04qvtq
dIE1qM2d6qk_30000	0.000	10.000	/m/012ndj
G8jy9YXqcds_20000	0.252	2.614	/m/04qvtq
woadpeAGHUQ_70000	0.000	10.000	/m/012ndj
pi0449TpB0A_4000	0.000	9.657	/m/04qvtq
cyXrYUgJpv0_0	9.456	10.000	/m/012ndj
QzzJgxnXZ3Y_30000	0.000	10.000	/m/012ndj
hF0tlT7Xux8_30000	0.000	10.000	/m/012ndj
Rtel5iGCPO8_40000	0.000	9.325	/m/012ndj
ATu7vfGWBYQ_10000	0.000	5.896	/m/04qvtq
EiwCTtgQVjA_30000	0.000	7.604	/m/012n7d
EiwCTtgQVjA_30000	7.998	10.000	/m/012n7d
Q09u-9bbqkE_30000	0.000	10.000	/m/012ndj
J0pf4bXYCFU_280000	0.000	10.000	/m/012ndj
KlHk6IQ5Zmk_10000	0.000	10.000	/m/012n7d
iSjobBW0j48_0	0.157	10.000	/m/012ndj
ZCOmTeVggnw_4000	0.453	9.826	/m/012ndj
dUI9QJtS-eM_220000	0.000	10.000	/m/012ndj
OprAaq4nAjc_30000	0.000	3.440	/m/012n7d
OprAaq4nAjc_30000	3.521	10.000	/m/04qvtq
tUBHjYFE2oI_15000	6.300	8.771	/m/04qvtq
gKHqdDbSPcE_30000	0.000	10.000	/m/012ndj
I1X_Nmn83L8_90000	0.000	10.000	/m/012n7d
NDiE7G4SUR8_30000	0.000	10.000	/m/04qvtq
diERPKinMM4_80000	1.216	8.853	/m/012ndj
7i_LUTlen0c_120000	0.000	7.403	/m/04qvtq
ERUMjVtHJBQ_30000	5.268	10.000	/m/012n7d
B46p5zFBqRk_30000	1.433	10.000	/m/012ndj
XU5qdrF-Ixg_22000	2.009	9.049	/m/012ndj
O6vZRAdzOZQ_30000	9.220	10.000	/m/03j1ly
OVQMFBeCHq0_13000	0.000	9.825	/m/012n7d
BKtFLppISCk_30000	0.000	10.000	/m/04qvtq
fyFch0nwInY_40000	6.795	10.000	/m/012n7d
cpc4_mlOHTI_30000	0.000	10.000	/m/012ndj
Q4x8OJCgkj0_0	0.000	10.000	/m/012ndj
zOdj9zMaBXs_160000	0.000	10.000	/m/04qvtq
cHalNt0uIz8_130000	0.000	10.000	/m/03j1ly
4zGKY9-iBGY_30000	0.000	10.000	/m/04qvtq
jKLuJiov_pQ_30000	0.000	10.000	/m/012ndj
0Dw2vN-ildM_11000	0.000	9.083	/m/012ndj
tLRo55a4k3E_50000	2.220	10.000	/m/03j1ly
-4RWqM0UCCY_0	0.008	10.000	/m/04qvtq
FLJs9Zrzd_I_40000	0.000	10.000	/m/012ndj
ra39sEws8WU_30000	0.346	10.000	/m/04qvtq
F11evOc70gQ_30000	0.000	10.000	/m/012n7d
_2iGbrzRCI8_30000	0.000	10.000	/m/012ndj
nT1D2vwXmpc_50000	0.000	10.000	/m/012ndj
Wy4RlsQEbgo_490000	0.000	10.000	/m/03j1ly
dN8YG42QLDg_20000	0.000	5.282	/m/012ndj
B1-QUrUPDgk_120000	2.483	10.000	/m/012ndj
pvthl9i30TI_30000	0.000	10.000	/m/04qvtq
J1xow2p1ncE_15000	0.000	9.033	/m/012ndj
RB7fq8RFyJc_240000	3.551	10.000	/m/03j1ly
vMAkr0INeqI_290000	0.000	10.000	/m/012n7d
EqssLET2ysw_430000	5.678	10.000	/m/012ndj
Rdw_5r3oGMA_30000	3.247	8.438	/m/012ndj
YzE7GTQrnws_30000	0.000	10.000	/m/04qvtq
iEX8L_oEbsU_30000	0.000	10.000	/m/03j1ly
mHiFmxbGTwc_8000	0.000	6.404	/m/04qvtq
1ugqYLL3Km0_30000	0.000	10.000	/m/012ndj
s-GlbUfWs70_80000	0.000	10.000	/m/012ndj
m5l8FhW_RtA_40000	0.000	10.000	/m/03j1ly
279LS-xMjH8_30000	0.000	10.000	/m/012ndj
iQ5lVnRRooE_30000	0.000	10.000	/m/04qvtq
Tz8EkxZxSUk_14000	0.000	9.118	/m/012ndj
g37NNpBfbZs_30000	0.000	10.000	/m/012ndj
lrl0D5Af8kA_50000	1.087	10.000	/m/012n7d
hyalCK4558U_30000	0.000	10.000	/m/03j1ly
odqMC9aklCw_0	0.000	10.000	/m/04qvtq
DmqwJ49Z2vI_50000	2.370	4.455	/m/04qvtq
DmqwJ49Z2vI_50000	5.681	10.000	/m/04qvtq
oMGSkrwchIw_310000	0.000	10.000	/m/012ndj
L-BvWIVUhlA_30000	0.000	10.000	/m/012ndj
JZTKhswn684_2000	0.000	9.540	/m/012n7d
NnWalieOmrI_27000	1.602	2.256	/m/012ndj
qfcyBs0cIOE_10000	3.742	10.000	/m/012n7d
KvJuBGIBNnM_30000	0.000	10.000	/m/012ndj
wXQK5OoNge4_120000	0.000	10.000	/m/012ndj
gzjnHLNl4qI_30000	0.000	10.000	/m/012ndj
sS4NEhWjRss_30000	0.000	10.000	/m/04qvtq
QT2XUbNi35Y_26000	0.000	9.082	/m/04qvtq
VvgTK8dqNqI_30000	0.000	10.000	/m/012ndj
Y_L1TNXdQaI_30000	0.000	9.053	/m/012ndj
RyegNv9xxHM_30000	0.000	10.000	/m/03j1ly
P3-jB8vi-no_110000	0.000	10.000	/m/04qvtq
gR8sdfr89oU_12000	0.000	9.316	/m/012ndj
7KLcXpyuexo_400000	0.000	2.094	/m/03j1ly
RcLlkeN5TRc_270000	0.000	10.000	/m/012n7d
Jrm2HZB12_4_20000	0.000	6.763	/m/012n7d
Jrm2HZB12_4_20000	7.808	10.000	/m/012n7d
aNF8yF_d3TI_80000	0.008	10.000	/m/012ndj
_NEvhtS0KSA_0	5.958	6.933	/m/04qvtq
v1rtq84_yoI_10000	1.818	10.000	/m/012ndj
Ij1O4e0iXbA_310000	0.000	2.376	/m/03j1ly
tZHTM1Xpofg_0	0.276	10.000	/m/03j1ly
hZFC7k-u6DE_160000	2.666	10.000	/m/03j1ly
h-RdFD2U4MU_190000	0.000	10.000	/m/012ndj
4-4kICnzOHw_270000	0.000	10.000	/m/012ndj
H1EG4tQ1jzw_70000	0.007	10.000	/m/012n7d
ubkb8oSa-rg_4000	0.007	9.166	/m/04qvtq
rl0G7h7j7HY_100000	2.272	10.000	/m/012n7d
uo0jkUWM4ko_0	0.425	5.882	/m/04qvtq
xG_HDJCFNtg_0	0.000	10.000	/m/012ndj
jE3uB-qxFEs_30000	0.000	10.000	/m/012n7d
YzgIuEHEtaA_10000	0.000	7.040	/m/04qvtq
LMpxEF4Ag7M_180000	0.000	0.986	/m/012ndj
LMpxEF4Ag7M_180000	1.357	10.000	/m/012ndj
WaztvQMKAj4_340000	0.000	10.000	/m/04qvtq
rNlE-CF9GBc_1000	0.000	9.495	/m/012ndj
lQc432kUOpM_30000	0.000	10.000	/m/012n7d
16i4EbWMWAA_60000	0.000	4.846	/m/012ndj
a_Kvr6DtIlo_30000	0.000	10.000	/m/04qvtq
Ss8YAWuuzlM_30000	0.000	10.000	/m/04qvtq
7SDvdOch9Vo_23000	0.000	9.787	/m/012ndj
iaDcUfld-gw_30000	3.268	10.000	/m/03j1ly
2MHhtDe72Sc_50000	0.000	10.000	/m/04qvtq
xbuXpLnXM-I_70000	0.000	2.331	/m/04qvtq
7dUjeTRWask_50000	0.000	10.000	/m/012ndj
Ai6ynjVDKrY_90000	0.000	10.000	/m/03j1ly
rYutp4g6og8_25000	0.000	9.643	/m/012ndj
3Rr1TKVvm9M_30000	0.787	10.000	/m/012n7d
FWta-G1SMV0_0	0.035	6.668	/m/04qvtq
K87dMG68I44_16000	0.000	9.772	/m/04qvtq
253iZ1D3Nww_30000	0.000	10.000	/m/04qvtq
guoHyedWEps_6000	0.000	9.557	/m/012ndj
U45V5-lD6iA_40000	0.000	10.000	/m/012ndj
yOI134PGxxM_0	5.896	10.000	/m/012n7d
ieBjCwhuCcQ_10000	0.000	3.626	/m/012ndj
xNf2uSIBFmw_400000	2.927	10.000	/m/012ndj
xHwZhZlehTM_26000	0.000	2.345	/m/04qvtq
amvNcLYdEE0_0	2.828	8.494	/m/04qvtq
i_xUwOCMsmQ_80000	6.260	10.000	/m/03j1ly
k87LUzVsOF4_270000	0.000	0.827	/m/04qvtq
KzQjRxNiDkM_30000	0.000	10.000	/m/04qvtq
3ErKc4vYXAU_80000	0.444	10.000	/m/03j1ly
WeqaF8CrqRU_30000	0.000	0.626	/m/04qvtq
WeqaF8CrqRU_30000	3.726	6.392	/m/04qvtq
eLGW0qm43M4_30000	0.000	10.000	/m/012ndj
yK_15YXkolg_30000	0.000	10.000	/m/012n7d
O5PYSnI7vT8_30000	0.000	10.000	/m/012ndj
oDYolR7gDSM_30000	2.588	5.418	/m/012n7d
oDYolR7gDSM_30000	7.607	8.458	/m/012n7d
WB8oUR5Te4Q_30000	7.138	10.000	/m/012ndj
zg9b_zLHgGo_10000	0.000	10.000	/m/012n7d
v8VCeePQOQQ_120000	0.000	10.000	/m/012n7d
jpDW0fGDjGo_210000	0.000	3.606	/m/012n7d
MY0m2p3TJko_520000	0.000	10.000	/m/012ndj
RpURuKbzOMg_40000	0.008	10.000	/m/012ndj
K-qyYG8Fy5c_50000	8.114	10.000	/m/03j1ly
rf6M6o2B5ww_30000	5.196	10.000	/m/012ndj
-57EP-Yyt4s_18000	0.000	8.015	/m/012ndj
38dy2dT_VTE_380000	0.000	10.000	/m/04qvtq
Q3xwHR3-38k_30000	0.000	10.000	/m/04qvtq
eePh_tVrz2Y_30000	0.008	7.916	/m/04qvtq
eePh_tVrz2Y_30000	8.804	9.421	/m/04qvtq
eePh_tVrz2Y_30000	9.902	10.000	/m/04qvtq
U2ib3Oh4Ozw_30000	0.000	10.000	/m/012ndj
ox1eTBgc3OA_20000	0.000	2.777	/m/04qvtq
hhn_-K9WyeU_190000	0.000	10.000	/m/04qvtq
lbaN4lO91ks_30000	0.000	10.000	/m/012n7d
SKgzL4rRhq4_250000	4.850	10.000	/m/04qvtq
jUOrItSbcRk_30000	0.000	10.000	/m/03j1ly
6_j3cDYbmTE_130000	8.378	10.000	/m/03j1ly
yp3Q_tGcTzs_30000	0.000	10.000	/m/012ndj
yp3Q_tGcTzs_30000	0.000	10.000	/m/04qvtq
zaJtdGUsqlU_160000	0.000	1.806	/m/012n7d
zaJtdGUsqlU_160000	6.904	10.000	/m/04qvtq
9X4HqX_nIpA_4000	0.000	9.491	/m/012n7d
46Ypz4kXjNo_10000	0.000	10.000	/m/012n7d
46Ypz4kXjNo_10000	6.966	10.000	/m/012ndj
kBWOt5A8BnM_0	0.000	10.000	/m/012n7d
eKuXLSyKLxY_0	0.443	9.764	/m/04qvtq
dhkeAizvUbQ_10000	0.000	5.594	/m/012ndj
LwdF3e2oFow_6000	0.000	9.070	/m/04qvtq
LEuA8jM3LGg_20000	2.504	10.000	/m/012n7d
aaHQvF9vZjo_30000	0.000	10.000	/m/04qvtq
bpO0Bu33GU0_11000	0.000	9.666	/m/04qvtq
R_l8SGVw_sI_40000	0.000	10.000	/m/03j1ly
YWX5sZw0Zf4_30000	0.000	10.000	/m/012ndj
kOjONaOpLw4_10000	0.000	10.000	/m/012n7d
TzbvHCxjsZI_120000	5.984	9.480	/m/012n7d
TzbvHCxjsZI_120000	0.008	1.709	/m/04qvtq
Tuknjurgd4w_7000	0.000	9.470	/m/012ndj
j1N909f8Obg_50000	2.608	10.000	/m/012n7d
heZ2mlaDgMk_30000	8.152	10.000	/m/012n7d
U9Lcvj0xWQI_120000	0.000	10.000	/m/012ndj
q91mUNgSbSY_10000	5.711	10.000	/m/012n7d
ESXgEitdYaQ_30000	1.711	10.000	/m/012n7d
c5fK1rA3bHE_0	0.282	10.000	/m/04qvtq
lS-ze9KlSRE_0	1.559	10.000	/m/03j1ly
gJLb-UAj2rU_30000	0.000	10.000	/m/04qvtq
OHziR4QA3ds_80000	0.000	10.000	/m/012ndj
1KD0P2R1EN4_10000	2.689	7.644	/m/012n7d
vIfN-aynATQ_30000	0.000	10.000	/m/04qvtq
IrhFAaqxmKM_70000	0.689	3.573	/m/012ndj
IrhFAaqxmKM_70000	4.981	10.000	/m/012ndj
ItQcPHtzowY_9000	3.642	9.156	/m/04qvtq
bMP3qOSuk-A_120000	1.744	10.000	/m/012ndj
S44aezVNS7c_10000	0.000	10.000	/m/04qvtq
VxllecRDquc_0	1.014	4.326	/m/04qvtq
MxJPva0NHE8_290000	0.000	10.000	/m/03j1ly
S2fcyYU825I_6000	6.790	9.126	/m/03j1ly
eXG-uqLMwnc_30000	1.354	10.000	/m/012n7d
HmVzX2pSsk8_0	0.017	8.000	/m/012ndj
av-K9Q-SyaQ_80000	0.000	10.000	/m/012ndj
SfiPAQ0WP9M_30000	3.704	10.000	/m/012ndj
wh0eJWS2k64_30000	2.942	10.000	/m/04qvtq
xvl47oDG3pQ_20000	0.000	10.000	/m/012n7d
3FV3g_yjhDA_30000	7.833	10.000	/m/012ndj
Pzj4fZghAAo_30000	0.000	2.122	/m/012ndj
do8I53nZc0g_40000	0.000	4.018	/m/04qvtq
f3oeEZNUVaI_30000	0.000	10.000	/m/03j1ly
FN1rC23Rrlg_170000	0.000	2.165	/m/012n7d
FN1rC23Rrlg_170000	7.113	10.000	/m/012ndj
QEsYJtOdKao_21000	0.000	5.905	/m/04qvtq
QEsYJtOdKao_21000	6.315	6.892	/m/04qvtq
QEsYJtOdKao_21000	7.316	8.040	/m/04qvtq
QEsYJtOdKao_21000	8.625	9.000	/m/04qvtq
bH0Iytumg8o_17000	0.000	9.564	/m/03j1ly
ZPClDr_mYZ4_0	0.016	5.000	/m/012ndj
3MOHUwXgdqM_17000	0.000	7.583	/m/04qvtq
Qy5kSaGHHNE_30000	0.000	10.000	/m/04qvtq
K-H_VCvHxRg_20000	0.000	0.239	/m/012ndj
K-H_VCvHxRg_20000	0.363	2.977	/m/012ndj
K-H_VCvHxRg_20000	3.849	5.128	/m/012ndj
U-1XQmg6Dp0_0	0.034	9.349	/m/012ndj
d6cVyECo5iw_30000	0.000	2.209	/m/012ndj
d6cVyECo5iw_30000	3.407	6.443	/m/012ndj
c046a1OVHk4_30000	0.000	10.000	/m/012ndj
ezDnLd529Qo_40000	0.000	10.000	/m/012ndj
DwZdf6pDSfI_70000	0.000	10.000	/m/03j1ly
JIkMRXshKZw_30000	0.000	7.951	/m/012ndj
vgtZhT1Kyao_30000	0.000	10.000	/m/03j1ly
wjiClkxPJUM_30000	1.063	2.497	/m/04qvtq
CAxPhRt9WI8_90000	0.000	10.000	/m/012ndj
3F0ppHk05Eg_30000	5.076	6.004	/m/012ndj
FnCF6TfjeBo_2000	0.000	9.222	/m/012n7d
Ohha7wTZB7w_30000	0.000	10.000	/m/012n7d
OnwoohZQFGw_290000	0.000	10.000	/m/012ndj
Y33Fr72njNg_30000	0.000	10.000	/m/04qvtq
eyUcCcM4Jzc_320000	0.000	10.000	/m/012n7d
DMl8KuG-1gQ_10000	0.000	10.000	/m/012ndj
3doKyrCe1lA_30000	0.000	9.288	/m/012ndj
C0pWE_xCKWY_150000	3.818	4.292	/m/012n7d
C0pWE_xCKWY_150000	4.663	10.000	/m/012n7d
CeXGmIjebkU_100000	8.591	10.000	/m/012n7d
HIQOGzgIKd4_30000	0.000	10.000	/m/04qvtq
87zYT_iOQCI_0	0.097	8.427	/m/012ndj
0owy7QBCqMw_30000	0.000	10.000	/m/04qvtq
WPYalPSO3a0_210000	0.906	10.000	/m/04qvtq
5soJllqhNyo_370000	0.000	6.433	/m/04qvtq
7hdXzJpOXiY_18000	0.000	9.934	/m/04qvtq
lWC8g1IEYzY_30000	0.000	10.000	/m/03j1ly
2on0IRTBCKk_0	5.069	10.000	/m/04qvtq
ACZ-j0TGoSg_30000	1.216	10.000	/m/012n7d
0IcMW-XlwI0_30000	0.000	10.000	/m/03j1ly
fEhEH5etOaM_30000	0.000	10.000	/m/012ndj
kMsUtm29Ikc_410000	0.921	5.756	/m/012n7d
kMsUtm29Ikc_410000	7.346	9.276	/m/012n7d
Eb5WOo2TGgU_40000	6.669	8.126	/m/04qvtq
VBNnGF_8OHs_0	0.083	10.000	/m/04qvtq
zjJdLCtKccA_17000	0.000	9.819	/m/03j1ly
62sTpdi5fOY_70000	0.000	10.000	/m/012ndj
qGPl-IZ4fXQ_520000	0.000	10.000	/m/012ndj
qGPl-IZ4fXQ_520000	0.724	10.000	/m/04qvtq
xVzetIIzS9c_30000	0.000	1.013	/m/012n7d
7C5s5qeny5I_80000	0.000	10.000	/m/012ndj
55EKmMWVBbg_11000	0.000	9.544	/m/04qvtq
ADUylbV3gBQ_140000	0.000	7.880	/m/012n7d
DOL73bzUD3Q_0	0.000	10.000	/m/012n7d
vmSii3ZY-E4_30000	2.011	10.000	/m/03j1ly
89Ln2tDYVyU_20000	0.000	10.000	/m/04qvtq
CL9m1ci5q6o_30000	0.000	10.000	/m/012n7d
kCHJ6QU-8bU_10000	2.061	10.000	/m/012ndj
So-jXslhIF0_6000	0.000	9.697	/m/012n7d
Zmk57MkEwCc_50000	0.000	10.000	/m/012ndj
OeQVOdhGCps_12000	0.000	1.992	/m/012ndj
OeQVOdhGCps_12000	2.618	3.377	/m/012ndj
OeQVOdhGCps_12000	4.753	9.040	/m/012ndj
WJMkhI7UpdA_30000	3.898	10.000	/m/012ndj
0Fv4lkRB-BM_140000	0.000	10.000	/m/04qvtq
Vx2pCmrJpzM_10000	0.000	2.991	/m/012ndj
Vx2pCmrJpzM_10000	4.056	6.311	/m/012ndj
Vx2pCmrJpzM_10000	7.099	8.766	/m/012ndj
XAK4xGx708E_21000	2.921	9.047	/m/04qvtq
rAblULZsqEg_1000	0.000	9.008	/m/012n7d
k8VY5k0nugI_0	0.126	10.000	/m/04qvtq
CO460wN65Es_30000	0.000	10.000	/m/03j1ly
lsPU2eEzxTY_5000	0.000	9.257	/m/012ndj
O3tywrO0QxI_30000	0.000	10.000	/m/012ndj
cFtMPWwiKHs_40000	1.099	10.000	/m/012n7d
QGhassFSM9k_0	1.424	4.376	/m/04qvtq
ACMyJ5jShug_310000	0.000	0.866	/m/012ndj
ACMyJ5jShug_310000	2.315	5.488	/m/012ndj
L0s_M4x_Wu8_0	1.977	10.000	/m/012ndj
6yNd_D32_3g_30000	0.000	10.000	/m/012ndj
Hwz-o50e6pM_30000	0.000	6.978	/m/04qvtq
Hwz-o50e6pM_30000	7.862	10.000	/m/04qvtq
nm0EKgnBPHM_30000	0.748	1.543	/m/012ndj
nm0EKgnBPHM_30000	1.890	10.000	/m/012ndj
n4L64u2xhwg_30000	1.768	10.000	/m/012ndj
-7KREnTK6w8_18000	0.000	8.995	/m/012ndj
3pTG9trs1cY_20000	0.000	9.500	/m/012ndj
y3SbUxR9Kqw_20000	0.000	10.000	/m/03j1ly
lVM9xQw5Tt4_0	3.086	10.000	/m/04qvtq
GT_4vyc3NdQ_30000	0.581	10.000	/m/012ndj
PTfkYnRM1No_6000	0.000	9.581	/m/03j1ly
veODLfV2UMI_30000	0.000	10.000	/m/012ndj
A1Q4fCL-TME_260000	0.000	3.206	/m/03j1ly
zHOqFSyDRmU_30000	0.000	10.000	/m/012ndj
YCxmUexUDmI_10000	0.000	10.000	/m/012ndj
JW644W5bw0M_20000	0.000	10.000	/m/012n7d
BRfwKlArxJs_13000	0.000	9.824	/m/012ndj
xt23ngscI0U_30000	1.724	5.276	/m/04qvtq
EJ6befGZkmE_10000	0.000	10.000	/m/012ndj
8ui_tm_RKeY_60000	3.840	10.000	/m/012ndj
JDFj_s8YLc0_0	0.205	6.701	/m/012n7d
UqxCG8zQ-7c_210000	2.528	10.000	/m/012ndj
5qPs8YZ5nTw_3000	0.000	9.237	/m/012ndj
fWQ5vdVFjnY_30000	0.000	10.000	/m/012ndj
pmqr5sarP_A_10000	4.222	7.406	/m/03j1ly
pmqr5sarP_A_10000	8.373	10.000	/m/03j1ly
M5D3u9XfYq8_360000	0.000	8.988	/m/04qvtq
ESs9gHPnKK0_400000	2.971	6.748	/m/03j1ly
yxm_iI4-on4_10000	0.777	9.583	/m/012n7d
SmRXdw1WS0Y_30000	0.000	10.000	/m/012ndj
j3_k93jEWtU_130000	0.000	10.000	/m/012ndj
vh2cBHQJbsM_20000	0.000	1.365	/m/012n7d
vh2cBHQJbsM_20000	1.592	3.956	/m/012n7d
tpKXZ2fxAxw_30000	1.560	10.000	/m/04qvtq
ZR3EiEsWQ9w_3000	0.000	6.759	/m/012ndj
UwN-dmZrwvE_20000	0.000	10.000	/m/04qvtq
t0P9DEweEv4_0	3.413	7.396	/m/04qvtq
jyDKlyLf95o_29000	0.000	9.499	/m/012ndj
WRRYf6B1C_c_25000	6.179	7.957	/m/012n7d
1YaHOFT2bLQ_30000	0.000	10.000	/m/04qvtq
6XwkRqJoffU_30000	0.000	10.000	/m/03j1ly
mzU7GEhDxz4_30000	0.000	10.000	/m/03j1ly
VNsXETkkYpQ_390000	0.000	10.000	/m/012ndj
DGz1l7GTPeA_30000	0.000	10.000	/m/03j1ly
V9vQFBkf5cA_100000	4.764	10.000	/m/012n7d
6F3YIb0Uw4I_30000	1.091	10.000	/m/04qvtq
iH86UuVUa1E_30000	0.000	10.000	/m/04qvtq
TXI7PqTjSu8_6000	0.000	8.844	/m/04qvtq
EVQ5A56WWug_30000	0.000	3.086	/m/04qvtq
EVQ5A56WWug_30000	3.419	10.000	/m/04qvtq
urjDya5x4wM_20000	0.000	10.000	/m/012ndj
-w8y924-icc_11000	0.000	8.987	/m/03j1ly
czD5byFDL7Q_70000	0.000	10.000	/m/04qvtq
6DEYZnl3YoQ_30000	0.000	10.000	/m/012ndj
FFNmmMIIT-U_30000	0.000	10.000	/m/04qvtq
Oe6erT9TAGA_70000	0.000	10.000	/m/012ndj
S2b5ccSkXAM_30000	0.000	10.000	/m/012ndj
